PWSID,PWS_NAME,PWS_TYPE_CODE,ADDRESS_LINE1,ADDRESS_LINE2,ZIP_CODE,CITY_NAME,EPA_REGION,PRIMACY_AGENCY_CODE,POPULATION_SERVED_COUNT,ORG_NAME,STATE_CODE,COUNTIES_SERVED
OR4100151,BETHEL PARK,CWS,"25030 SW PARKWAY AVE, SUITE 110",,97070,WILSONVILLE,10,OR,100,"SHEVCHENKO, NATASHA",OR,Marion
OR4100152,"BROWNSVILLE, CITY OF",CWS,PO BOX 188,,97327,BROWNSVILLE,10,OR,1670,"FRINK, KARL",OR,Linn
OR4100153,BURNS WATER DEPARTMENT,CWS,242 S BROADWAY,,97720,BURNS,10,OR,3000,"ZABALA, PEDRO",OR,Harney
OR4100154,"BUTTE FALLS, TOWN OF",CWS,PO BOX 268,,97522,BUTTE FALLS,10,OR,440,"BRAY, CHRIS",OR,Jackson
OR4100155,HOODOOS CAMP SHERMAN RESORT,TNCWS,"25635 SW FOREST SERVICE RD, #1419",,97730,CAMP SHERMAN,10,OR,71,"UTZ, GEORGE/CHRISTINE",OR,Jefferson
OR4100157,CANBY UTILITY,CWS,154 NW FIRST AVENUE,,97013,CANBY,10,OR,16866,"MURPHY, DANIEL",OR,Clackamas
OR4100158,DIETZ AIR PARK WATER SYSTEM,CWS,25474 S SKYLANE DR,,97013,CANBY,10,OR,85,"ARMSTRONG, ROBERT",OR,Clackamas
OR4100159,LARK MEADOWS ASSOCIATION,CWS,26291 S LAUREL RD,,97013,CANBY,10,OR,80,"BRAMLAGE, JIM",OR,Clackamas
OR4100161,PETES MOUNTAIN WATER CO,CWS,14603 S MACKSBURG RD,,97038,MOLALLA,10,OR,250,"MERRILL, PHILLIP",OR,Clackamas
OR4100163,CANBY REGENCY,CWS,17752 NE SAN RAFAEL,,97230,PORTLAND,10,OR,300,"HOWELL, MARY",OR,Clackamas
OR4100164,"CANNON BEACH, CITY OF",CWS,PO BOX 368,,97110,CANNON BEACH,10,OR,1705,"WILLYARD, DANIEL",OR,Clatsop
OR4195278,BLUE BUCKET RV PARK,TNCWS,PO BOX 891479,,92589-1479,TEMECULA,10,OR,25,"RICCI, DOMINIC",CA,Baker
OR4195280,ALIVE AND WELL,TNCWS,2150 N 1ST ST,,97838,HERMISTON,10,OR,50,"BURKE, CONNIE",OR,Umatilla
OR4195284,ROGUE AQUATICS,TNCWS,6022 CRATER LAKE AVE,,97502,CENTRAL POINT,10,OR,40,"ZUK, KATHY",OR,Jackson
OR4195286,ALBANY MENNONITE CHURCH,TNCWS,3405 KIZER AVE,,97322,ALBANY,10,OR,30,"GERIG, PATTY",OR,Linn
OR4195287,LINN CO PKS-RIVERBEND CG,TNCWS,3010 FERRY ST SW,,97322,ALBANY,10,OR,425,"CARROLL, BRIAN",OR,Linn
OR4195289,KING ESTATE WINERY,NTNCWS,80854 TERRITORIAL RD,,97405,EUGENE,10,OR,300,"DORMAN, MARK",OR,Lane
OR4195290,RFP FAMILY STORE,TNCWS,27678 HWY 99W,,97333,CORVALLIS,10,OR,100,"BURNETT, JUSTIN",OR,Benton
OR4195291,SMITH BERRY BARN,TNCWS,24500 SW SCHOLLS FERRY RD,,97123,HILLSBORO,10,OR,50,"HILDNER, RICH/JOELLE",OR,Washington
OR4195295,ADDIVIA WATER SYSTEM,TNCWS,12797 KINGS VALLEY HWY,,97361,MONMOUTH,10,OR,135,"WARREN, MARY LOU",OR,Polk
OR4195296,VENETA SDA CHURCH,NTNCWS,92181 TERRITORIAL HWY,,97448,JUNCTION CITY,10,OR,49,"WALTER, ARCHIE",OR,Lane
OR4195297,ODF NORTHRUP CREEK HORSE CAMP HP,TNCWS,92219 HWY 202,,97103,ASTORIA,10,OR,55,"CADMAN, SKIP",OR,Clatsop
OR4195298,A 1 MARKET #5,TNCWS,1671 WILLOW LANE,,97527,GRANTS PASS,10,OR,50,"SHARMA, RAKESH",OR,Josephine
OR4195302,NEW SONG CHURCH,TNCWS,35425 CAMP CREEK RD,,97478,SPRINGFIELD,10,OR,32,"MILLER, STEVE",OR,Lane
OR4195304,ROBBINS NEST RV PARK,TNCWS,49034 HWY 101,,97411,BANDON,10,OR,50,"PLUMMER, JOY/DONDI",OR,Coos
OR4195307,COOLER BAR,TNCWS,3770 NW LAMONTA ST,,97754,PRINEVILLE,10,OR,30,"GOODMAN, LARRY",OR,Crook
OR4195308,HD AVIATION,NTNCWS,9899 NW 316TH PL,"14401 NE KEIL RD, AURORA, OR 97002",97124,HILLSBORO,10,OR,100,"VANGRUNSVEN, RICHARD",OR,Marion
OR4195309,WEYERHAEUSER NR TURNER GREENHOUSE,TNCWS,16014 PLETZER ROAD SE,,97392,TURNER,10,OR,40,"MEHLSCHAU, JEFF",OR,Marion
OR4195310,IRONWOOD COMMERCIAL PARK WS,TNCWS,PO BOX 2782,,97503,WHITE CITY,10,OR,50,"GRIMM, MARILEE",OR,Jackson
OR4195311,BANDON CHRISTIAN FELLOWSHIP,TNCWS,1190 FACE ROCK DRIVE,,97411,BANDON,10,OR,125,"SIEGRIST, MARK",OR,Coos
OR4195312,J MAR RACING/WOODBURN DRAGSTRIP,TNCWS,7730 HWY 219,,97071,WOODBURN,10,OR,450,"LIVINGSTON, LYNN",OR,Marion
OR4195313,FORT ROCK RESTAURANT %26 PUB,TNCWS,PO BOX 281,,97641,CHRISTMAS VALLEY,10,OR,25,"BLACKMAN, SHARI/CLAUDE",OR,Lake
OR4195314,COMFORT INN %26 SUITES-HERMISTON,TNCWS,77514 S. HWY 207,,97838,HERMISTON,10,OR,100,"LYNCH, RYAN",OR,Umatilla
OR4195315,PILOT TRAVEL CENTER-CHEMULT,TNCWS,5508 LONAS DR,,37909,KNOXVILLE,10,OR,500,"MAYVILLE, MELODY",TN,Klamath
OR4195317,POINT COMFORT,TNCWS,27505 ROCKY POINT RD,,97601,KLAMATH FALLS,10,OR,26,"RICE, DAVE",OR,Klamath
OR4195320,MORNING GLORY FARMS,TNCWS,19540 HWY 126,,97490,WALTON,10,OR,25,"COLLVER, JERRY",OR,Lane
OR4195321,ODF REEHERS CAMPGROUND,TNCWS,801 GALES CREEK RD,,97113,FOREST GROVE,10,OR,75,"BEALL, STEPHANIE",OR,Washington
OR4195322,NEW FRONTIER RANCH OUTBACK CG,TNCWS,16799 HWY 66,,97520,ASHLAND,10,OR,25,"CULLISON, CHARLES",OR,Jackson
OR4195323,NEW FRONTIER RANCH - TOWN OF GLORY,TNCWS,16799 HWY 66,,97520,ASHLAND,10,OR,25,"CULLISON, CHARLES",OR,Jackson
OR4195325,ARAGO COMMUNITY CHURCH,TNCWS,54239 ARAGO FISHTRAP RD,,97458,MYRTLE POINT,10,OR,100,"LILLIE, GARY",OR,Coos
OR4195327,BROADACRES STORE/TAVERN,TNCWS,18466 BUTTEVILLE RD NE,,97002,AURORA,10,OR,50,"BROWN, GREG",OR,Marion
OR4195329,GATEWAY CHRISTIAN FELLOWSHIP,TNCWS,PO BOX 91,,97533,MURPHY,10,OR,75,"ZILVERBERG, BILL",OR,Josephine
OR4195331,USFS LOBSTER CREEK CG,TNCWS,3040 BIDDLE ROAD,,97504,MEDFORD,10,OR,36,"SUTTER, BEN",OR,Curry
OR4195336,BEAZELL MEMORIAL FOREST,TNCWS,360 SW AVERY AVE,,97333,CORVALLIS,10,OR,33,"STARHA, LAURIE",OR,Benton
OR4195337,FRY FOODS,NTNCWS,602 STANTON BLVD,,97914,ONTARIO,10,OR,280,"QUADROS, LUCIA",OR,Malheur
OR4195338,KANDIS KOFFEE SOUTH,TNCWS,33031 NW LAUREL ST,,97056,SCAPPOOSE,10,OR,100,"CRIST, DONNA",OR,Columbia
OR4195340,OPRD CATHERINE CREEK SP-CG,TNCWS,PO BOX 85,,97859,MEACHAM,10,OR,25,"MILLER, MARK",OR,Union
OR4195341,OPRD LL STUB STEWART ST PK,TNCWS,30380 NW HIGHWAY 47,,97109,BUXTON,10,OR,1206,"GERDES, CHRIS",OR,Washington
OR4195342,A RIVER RUNS THROUGH,CWS,711 MEDFORD CTR PMB 126,,97504,MEDFORD,10,OR,28,"LABAW, CLAUDE",OR,Jackson
OR4195343,LAKE CREEK LEARNING CTR,NTNCWS,PO BOX 548,,97524,EAGLE POINT,10,OR,42,"HARDING, JOHN",OR,Jackson
OR4195344,FIRST BAPTIST CHURCH OF BROWNSVILLE,TNCWS,PO BOX 537,,97327,BROWNSVILLE,10,OR,45,"SAMS, FLOYD",OR,Linn
OR4195345,DOUGLAS CO PKS - HALFMOON BAY,TNCWS,1036 SE DOUGLAS AVE ROOM 116,,97470,ROSEBURG,10,OR,100,"PACK, DEB",OR,Douglas
OR4195346,KINGDOM HALL/JWC,TNCWS,2315 SE PAULINA HWY,,97754,PRINEVILLE,10,OR,75,"ANDERSON, TOM",OR,Crook
OR4195347,BURNSIDE ROCKET,TNCWS,1111 EAST BURNSIDE STE 300,,97214,PORTLAND,10,OR,110,"REINER, TONY",OR,Multnomah
OR4195348,TILLAMOOK FOREST CENTER,TNCWS,45500 WILSON RIVER HWY,,97141,TILLAMOOK,10,OR,140,"HARGROVE, CHRISTIAN",OR,Tillamook
OR4195350,CALVARY CORVALLIS,TNCWS,2125 NW LESTER,,97330,CORVALLIS,10,OR,187,"FLETCHER, RICK",OR,Benton
OR4195351,BAUMANS FARM AND GARDEN,TNCWS,12989 HOWELL PRAIRIE RD NE,,97026,GERVAIS,10,OR,89,"BAUMAN, BARBARA",OR,Marion
OR4195352,SNAFFLE BIT DINNER HOUSE,TNCWS,PO BOX 367,830 S CANYON BLVD,97845,JOHN DAY,10,OR,90,"COLEY, BRENDA",OR,Grant
OR4195353,GATHERING TOGETHER FARMS,TNCWS,25159 GRANGE HALL RD,,97370,PHILOMATH,10,OR,50,"EVELAND, JOHN",OR,Benton
OR4195354,Y COOK,TNCWS,25835 HWY 126,,97487,VENETA,10,OR,25,"PARKER, BRIAN",OR,Lane
OR4195356,BAKER CO PKS - HOLCOMB,TNCWS,1995 3RD ST,,97814,BAKER CITY,10,OR,25,"SPENCER, KAREN",OR,Baker
OR4195359,HOLIDAY FARM RV PARK,TNCWS,54432 MCKENZIE HWY,,97413,BLUE RIVER,10,OR,30,"AUTRY, LISA",OR,Lane
OR4195361,ALSTON COUNTRY STORE,TNCWS,25239 ALSTON RD,,97048,RAINIER,10,OR,90,"SINGH, GURJANT",OR,Columbia
OR4195363,USFWS TUALATIN RIVER NATL WLR,TNCWS,19255 SW PACIFIC HIGHWAY,,97140,SHERWOOD,10,OR,275,"KRISTOFIK, EVA",OR,Washington
OR4195369,DUTCH BROS,TNCWS,5310 BOUNTY LN,,97502,CENTRAL POINT,10,OR,100,"SULLIVAN, TY",OR,Jackson
OR4195370,ODF SHELLBURG FALLS CG,TNCWS,22965 NORTH FORK RD SE,,97358,LYONS,10,OR,35,"MITCHELL, SPENCER",OR,Marion
OR4195372,5 ROCK RANCH,TNCWS,23800 NW FLYING M RD,,97148,YAMHILL,10,OR,30,"BRADLEY, SCOTT",OR,Yamhill
OR4195373,DIAMOND MEADOWS,TNCWS,22648 NELSON ROAD,,97701,BEND,10,OR,15,"ROGERS, BUTCH",OR,Klamath
OR4195374,DIAMOND SUMMIT,TNCWS,PO BOX 1094,,97733,CRESCENT LAKE,10,OR,15,"CARLSON, DICK",OR,Klamath
OR4195376,BENTS COURT WATER COMPANY,NTNCWS,"620 SW FIFTH AVENUE, SUITE 1100",,97204,PORTLAND,10,OR,2500,"PUTTMAN, THOMAS",OR,Marion
OR4195377,MR RASCALS,TNCWS,20275 WILLIAMS HWY,,97544-9738,WILLIAMS,10,OR,50,"BORTA, ED",OR,Josephine
OR4195378,TIMBERLINE BAPTIST CHURCH,NTNCWS,PO BOX 907,,97132,NEWBERG,10,OR,150,"OLSON, MELVIN",OR,Washington
OR4195379,EMERALD CHRISTIAN ACADEMY,NTNCWS,35582 ZEPHYR WAY,,97455,PLEASANT HILL,10,OR,130,"MCNULTY, SCOTT",OR,Lane
OR4195382,GREEN VILLA FARMS,TNCWS,PO BOX 37,,97351,INDEPENDENCE,10,OR,50,"LUSHENKO, GINGER",OR,Polk
OR4195387,LAURELWOOD CHRISTIAN ACADEMY,NTNCWS,4678 ISABELLE STREET,,97402,EUGENE,10,OR,56,"HUNT, KEVIN",OR,Lane
OR4195388,CELILO INN,TNCWS,351 LONE PINE DR,3550 E 2ND,97058,THE DALLES,10,OR,46,"EARLY, TOM",OR,Wasco
OR4195390,OSU ROWING CENTER,TNCWS,201 GILL COLISEUM,,97331,CORVALLIS,10,OR,90,"SCHNEIDER, JOHN",OR,Linn
OR4195393,THE CORNER STORE,TNCWS,PO BOX 303,,97739,LA PINE,10,OR,75,"MOWERY, TERRY",OR,Deschutes
OR4195394,MOUNT PISGAH ARBORETUM,TNCWS,34901 FRANK PARRISH RD,,97405,EUGENE,10,OR,100,"LOCASCIO, TOM",OR,Lane
OR4195398,CRATER LAKE CHARTER ACADEMY,NTNCWS,PO BOX 947,,97524,EAGLE POINT,10,OR,225,"SMITH, GREG",OR,Jackson
OR4195402,LIBERTY NATURAL PRODUCTS,TNCWS,20949 S HARRIS RD,,97045,OREGON CITY,10,OR,25,"DIERKING, JIM",OR,Clackamas
OR4195403,ERATH WINERY,TNCWS,PO BOX 231,,99345,PATERSON,10,OR,75,"HUTCHINSON, KYLE",WA,Yamhill
OR4195404,CHALET OF BROOKS,TNCWS,61226 GORGE VIEW ST,,97702,BEND,10,OR,100,"EIDE, TIM",OR,Marion
OR4195405,COPPER STONE INC,TNCWS,PO BOX 12771,,97309,SALEM,10,OR,40,"BURROUGHS, MATT",OR,Marion
OR4195406,CALVARY CHAPEL FELLOWSHIP,TNCWS,1550 HOFFMAN RD,,97301,SALEM,10,OR,400,"TROUT, STEVE",OR,Marion
